
CONFIGURATION_BEGIN
ProcessingMode,PORTFOLIO_REFRESH
CONFIGURATION_END

TYPE,SWAP
VERSION,5
ACTION,ADD
MODE,TABULAR
FIELDS
PORTFOLIO_NAME,PORTFOLIO_CUSTOM_ID,SWAP TYPE,ONE LEG DEALS PAY RECEIVE,SWAP COUNTERPARTY,PRIVILEGE,DEAL NOTIONAL,DEAL EFFECTIVE DATE,DEAL MATURITY DATE,CURRENCY,DAYS BEFORE ACCRUAL TYPE,DAYS BEFORE ACCRUAL,INDEX NAME,STRIKE,PAY FREQUENCY,DISTRIBUTION TYPE
LoanBoss Cap Volatility Update,LBCP5.059_04,CAP,RECEIVE,Max Power,FIRM,10000000,04/20/2030,05/20/2030,USD,Lookback,0,TSFR1M,5.0,M,Normal
LoanBoss Cap Volatility Update,LBCP5.060_05,CAP,RECEIVE,Max Power,FIRM,10000000,05/20/2030,06/20/2030,USD,Lookback,0,TSFR1M,5.0,M,Normal
LoanBoss Cap Volatility Update,LBCP5.063_08,CAP,RECEIVE,Max Power,FIRM,10000000,08/20/2030,09/20/2030,USD,Lookback,0,TSFR1M,5.0,M,Normal
LoanBoss Cap Volatility Update,LBCP5.066_11,CAP,RECEIVE,Max Power,FIRM,10000000,11/20/2030,12/20/2030,USD,Lookback,0,TSFR1M,5.0,M,Normal
LoanBoss Cap Volatility Update,LBCP5.069_02,CAP,RECEIVE,Max Power,FIRM,10000000,02/20/2031,03/20/2031,USD,Lookback,0,TSFR1M,5.0,M,Normal
LoanBoss Cap Volatility Update,LBCP5.072_05,CAP,RECEIVE,Max Power,FIRM,10000000,05/20/2031,06/20/2031,USD,Lookback,0,TSFR1M,5.0,M,Normal
LoanBoss Cap Volatility Update,LBCP5.075_08,CAP,RECEIVE,Max Power,FIRM,10000000,08/20/2031,09/20/2031,USD,Lookback,0,TSFR1M,5.0,M,Normal
LoanBoss Cap Volatility Update,LBCP5.078_11,CAP,RECEIVE,Max Power,FIRM,10000000,11/20/2031,12/20/2031,USD,Lookback,0,TSFR1M,5.0,M,Normal
LoanBoss Cap Volatility Update,LBCP5.081_02,CAP,RECEIVE,Max Power,FIRM,10000000,02/20/2032,03/20/2032,USD,Lookback,0,TSFR1M,5.0,M,Normal
LoanBoss Cap Volatility Update,LBCP5.084_05,CAP,RECEIVE,Max Power,FIRM,10000000,05/20/2032,06/20/2032,USD,Lookback,0,TSFR1M,5.0,M,Normal
LoanBoss Cap Volatility Update,LBCP4.500_05,CAP,RECEIVE,Max Power,FIRM,10000000,05/20/2025,06/20/2025,USD,Lookback,0,TSFR1M,4.5,M,Normal
LoanBoss Cap Volatility Update,LBCP4.501_06,CAP,RECEIVE,Max Power,FIRM,10000000,06/20/2025,07/20/2025,USD,Lookback,0,TSFR1M,4.5,M,Normal
LoanBoss Cap Volatility Update,LBCP4.502_07,CAP,RECEIVE,Max Power,FIRM,10000000,07/20/2025,08/20/2025,USD,Lookback,0,TSFR1M,4.5,M,Normal
LoanBoss Cap Volatility Update,LBCP4.503_08,CAP,RECEIVE,Max Power,FIRM,10000000,08/20/2025,09/20/2025,USD,Lookback,0,TSFR1M,4.5,M,Normal
LoanBoss Cap Volatility Update,LBCP4.504_09,CAP,RECEIVE,Max Power,FIRM,10000000,09/20/2025,10/20/2025,USD,Lookback,0,TSFR1M,4.5,M,Normal
LoanBoss Cap Volatility Update,LBCP4.505_10,CAP,RECEIVE,Max Power,FIRM,10000000,10/20/2025,11/20/2025,USD,Lookback,0,TSFR1M,4.5,M,Normal
LoanBoss Cap Volatility Update,LBCP4.506_11,CAP,RECEIVE,Max Power,FIRM,10000000,11/20/2025,12/20/2025,USD,Lookback,0,TSFR1M,4.5,M,Normal
LoanBoss Cap Volatility Update,LBCP4.507_12,CAP,RECEIVE,Max Power,FIRM,10000000,12/20/2025,01/20/2026,USD,Lookback,0,TSFR1M,4.5,M,Normal
LoanBoss Cap Volatility Update,LBCP4.508_01,CAP,RECEIVE,Max Power,FIRM,10000000,01/20/2026,02/20/2026,USD,Lookback,0,TSFR1M,4.5,M,Normal
LoanBoss Cap Volatility Update,LBCP4.509_02,CAP,RECEIVE,Max Power,FIRM,10000000,02/20/2026,03/20/2026,USD,Lookback,0,TSFR1M,4.5,M,Normal
LoanBoss Cap Volatility Update,LBCP4.510_03,CAP,RECEIVE,Max Power,FIRM,10000000,03/20/2026,04/20/2026,USD,Lookback,0,TSFR1M,4.5,M,Normal
LoanBoss Cap Volatility Update,LBCP4.511_04,CAP,RECEIVE,Max Power,FIRM,10000000,04/20/2026,05/20/2026,USD,Lookback,0,TSFR1M,4.5,M,Normal
LoanBoss Cap Volatility Update,LBCP4.512_05,CAP,RECEIVE,Max Power,FIRM,10000000,05/20/2026,06/20/2026,USD,Lookback,0,TSFR1M,4.5,M,Normal
LoanBoss Cap Volatility Update,LBCP4.513_06,CAP,RECEIVE,Max Power,FIRM,10000000,06/20/2026,07/20/2026,USD,Lookback,0,TSFR1M,4.5,M,Normal
LoanBoss Cap Volatility Update,LBCP4.514_07,CAP,RECEIVE,Max Power,FIRM,10000000,07/20/2026,08/20/2026,USD,Lookback,0,TSFR1M,4.5,M,Normal
LoanBoss Cap Volatility Update,LBCP4.515_08,CAP,RECEIVE,Max Power,FIRM,10000000,08/20/2026,09/20/2026,USD,Lookback,0,TSFR1M,4.5,M,Normal
LoanBoss Cap Volatility Update,LBCP4.516_09,CAP,RECEIVE,Max Power,FIRM,10000000,09/20/2026,10/20/2026,USD,Lookback,0,TSFR1M,4.5,M,Normal
